"Image","Label1","Label2","Label3","Llama 8B","Llama 36B","Vicuna 8B"
"2023:02","Label1_value3","Label2_value1","Label3_value1","97.0484","97.3575","90.4202"
"2024:02","Label1_value3","Label2_value1","Label3_value3","97.1068","97.2792","90.4245"
"2023:06","Label1_value2","Label2_value1","Label3_value3","97.0527","97.3547","90.3974"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.9872","97.3860","90.4074"
"2023:08","Label1_value2","Label2_value1","Label3_value4","96.9758","97.3348","90.5912"
"2023:06","Label1_value2","Label2_value2","Label3_value1","96.9729","97.2849","90.9801"
"2024:02","Label1_value3","Label2_value1","Label3_value4","97.1339","97.3476","90.3575"
"2023:06","Label1_value3","Label2_value1","Label3_value4","97.0228","97.2692","90.4444"
"2023:02","Label1_value1","Label2_value1","Label3_value4","97.0983","97.3789","91.0698"
"2024:02","Label1_value2","Label2_value2","Label3_value4","97.1140","97.3590","90.3832"
"2023:08","Label1_value1","Label2_value2","Label3_value2","97.1282","97.3789","90.3647"
"2023:06","Label1_value3","Label2_value2","Label3_value3","96.9986","97.3989","90.5442"
"2023:08","Label1_value2","Label2_value2","Label3_value3","97.0513","97.3675","90.5128"
"2023:06","Label1_value3","Label2_value2","Label3_value3","97.0969","97.3504","90.4345"
"2023:02","Label1_value2","Label2_value1","Label3_value1","97.1211","97.3148","90.4188"
"2023:02","Label1_value1","Label2_value2","Label3_value1","97.0912","97.3405","90.4088"
"2023:08","Label1_value3","Label2_value1","Label3_value1","97.1624","97.3291","90.3775"
"2024:02","Label1_value1","Label2_value2","Label3_value4","96.8519","97.3476","90.4188"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.1695","97.3974","90.8875"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.0299","97.2692","90.4430"
"2023:02","Label1_value3","Label2_value1","Label3_value1","96.6681","97.3405","90.4330"
"2023:06","Label1_value3","Label2_value1","Label3_value3","97.1382","97.3433","90.4217"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.1795","97.4160","90.3974"
"2023:02","Label1_value3","Label2_value1","Label3_value2","96.8276","97.2906","90.4801"
"2023:06","Label1_value3","Label2_value1","Label3_value1","97.1296","97.3704","90.3647"
"2023:08","Label1_value1","Label2_value2","Label3_value1","97.0527","97.3860","90.3547"
"2024:02","Label1_value1","Label2_value2","Label3_value4","97.1382","97.3704","90.3618"
"2023:08","Label1_value1","Label2_value1","Label3_value4","97.1638","97.3490","90.3974"
"2023:02","Label1_value1","Label2_value2","Label3_value4","97.1339","97.4202","90.4088"
"2023:02","Label1_value1","Label2_value1","Label3_value4","97.1083","97.3504","90.4345"
"2023:02","Label1_value3","Label2_value2","Label3_value2","97.1111","97.3604","90.4060"
"2023:06","Label1_value1","Label2_value2","Label3_value4","97.1325","97.3875","90.7422"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.1496","97.2735","90.4459"
"2023:08","Label1_value3","Label2_value1","Label3_value1","97.0969","97.3319","90.3903"
"2023:02","Label1_value3","Label2_value2","Label3_value4","97.0470","97.3390","90.4046"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.0584","97.3775","90.4274"
"2023:08","Label1_value2","Label2_value1","Label3_value1","97.1425","97.3105","90.3675"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.0356","97.3276","91.1410"
"2023:08","Label1_value2","Label2_value1","Label3_value3","96.9729","97.2920","90.8362"
"2023:02","Label1_value1","Label2_value1","Label3_value4","97.1738","97.3846","90.4088"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.0271","97.3789","90.5313"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.0598","97.3476","90.7479"
"2024:02","Label1_value1","Label2_value1","Label3_value4","96.9558","97.2707","90.4316"
"2023:06","Label1_value3","Label2_value1","Label3_value4","97.0242","97.3704","90.4031"
"2023:06","Label1_value1","Label2_value2","Label3_value1","97.1553","97.3932","90.3718"
"2024:02","Label1_value2","Label2_value2","Label3_value1","97.0328","97.3191","90.4302"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.1553","97.3120","90.4957"
"2023:02","Label1_value1","Label2_value1","Label3_value2","97.0214","97.2664","90.3846"
"2024:02","Label1_value2","Label2_value2","Label3_value1","97.1311","97.2564","90.3746"
"2023:06","Label1_value2","Label2_value1","Label3_value4","97.0256","97.3547","90.4074"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.0370","97.3319","90.8006"
"2023:02","Label1_value1","Label2_value2","Label3_value1","97.0969","97.3860","91.3319"
"2023:06","Label1_value2","Label2_value2","Label3_value3","97.1040","97.3803","90.4473"
"2023:08","Label1_value2","Label2_value1","Label3_value4","96.9202","97.2735","90.4501"
"2023:08","Label1_value1","Label2_value1","Label3_value2","96.9943","97.2920","90.3732"
"2024:02","Label1_value3","Label2_value2","Label3_value2","97.0983","97.3689","90.4487"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.0057","97.3632","90.4088"
"2023:06","Label1_value2","Label2_value2","Label3_value3","96.9786","97.3618","90.3932"
"2023:02","Label1_value2","Label2_value1","Label3_value1","97.1168","97.2407","91.3191"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.0897","97.3846","90.4231"
"2023:08","Label1_value1","Label2_value1","Label3_value3","97.1111","97.3761","90.3761"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.1311","97.2564","90.4074"
"2024:02","Label1_value1","Label2_value1","Label3_value3","97.1111","97.4074","90.8818"
"2023:08","Label1_value1","Label2_value1","Label3_value3","97.1510","97.3675","90.3761"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.1524","97.4074","90.3775"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.1667","97.3689","90.9017"
"2023:08","Label1_value1","Label2_value2","Label3_value2","97.1624","97.3974","90.3604"
"2023:06","Label1_value3","Label2_value1","Label3_value2","97.1282","97.3732","90.4245"
"2024:02","Label1_value3","Label2_value1","Label3_value1","97.1496","97.3490","90.4829"
"2024:02","Label1_value1","Label2_value2","Label3_value4","97.0940","97.3077","90.8077"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.1781","97.3219","90.4516"
"2023:06","Label1_value3","Label2_value1","Label3_value3","97.1296","97.4074","90.3846"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.1610","97.3718","90.4031"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.1382","97.2892","90.3746"
"2024:02","Label1_value2","Label2_value1","Label3_value4","97.0427","97.3618","90.3761"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.9558","97.3405","90.4202"
"2023:06","Label1_value2","Label2_value1","Label3_value4","97.1011","97.3490","90.4202"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.9829","97.3291","90.3775"
"2023:06","Label1_value2","Label2_value1","Label3_value4","97.0741","97.3647","90.3775"
"2023:08","Label1_value1","Label2_value2","Label3_value1","96.8405","97.3447","90.3932"
"2023:08","Label1_value3","Label2_value1","Label3_value2","97.1111","97.3704","90.7664"
"2023:08","Label1_value1","Label2_value2","Label3_value1","97.0940","97.3803","90.4245"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.0641","97.3490","90.4459"
"2024:02","Label1_value3","Label2_value1","Label3_value4","97.0484","97.3504","90.4387"
"2023:08","Label1_value3","Label2_value1","Label3_value1","97.0812","97.2849","90.4259"
"2023:02","Label1_value1","Label2_value1","Label3_value4","97.1638","97.3632","90.3732"
"2024:02","Label1_value2","Label2_value2","Label3_value4","96.9402","97.4174","90.3960"
"2023:02","Label1_value2","Label2_value1","Label3_value4","97.1168","97.3433","90.4117"
"2023:02","Label1_value2","Label2_value1","Label3_value1","97.1282","97.3689","90.5342"
"2023:06","Label1_value3","Label2_value2","Label3_value2","97.1154","97.3533","90.9929"
"2024:02","Label1_value2","Label2_value2","Label3_value1","97.1268","97.3191","90.3746"
"2024:02","Label1_value2","Label2_value2","Label3_value2","97.0427","97.3376","90.3761"
"2023:02","Label1_value1","Label2_value2","Label3_value1","97.0897","97.3761","90.4459"
"2023:02","Label1_value1","Label2_value1","Label3_value4","97.1752","97.3974","90.4487"
"2023:08","Label1_value3","Label2_value1","Label3_value3","97.1325","97.3775","90.4231"
"2023:02","Label1_value3","Label2_value2","Label3_value3","97.1595","97.3490","90.4259"
"2023:02","Label1_value2","Label2_value1","Label3_value1","97.1481","97.3889","90.4459"
"2024:02","Label1_value3","Label2_value1","Label3_value2","97.0926","97.3262","90.4117"
"2023:08","Label1_value3","Label2_value2","Label3_value1","97.0627","97.3689","90.4117"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.0983","97.3533","90.3803"
"2023:06","Label1_value1","Label2_value1","Label3_value3","97.1652","97.3661","90.9330"
"2023:02","Label1_value1","Label2_value2","Label3_value3","97.0940","97.3832","91.0328"
"2024:02","Label1_value1","Label2_value2","Label3_value1","97.1254","97.3761","90.4245"
"2024:02","Label1_value1","Label2_value2","Label3_value2","97.1396","97.3291","90.4231"
"2023:02","Label1_value2","Label2_value2","Label3_value3","96.9801","97.2593","90.3761"
"2024:02","Label1_value1","Label2_value1","Label3_value1","96.8960","97.4131","90.4316"
"2023:08","Label1_value1","Label2_value1","Label3_value1","97.0142","97.3875","90.4188"
"2023:06","Label1_value3","Label2_value1","Label3_value4","97.1467","97.3490","90.6838"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.9672","97.1766","90.3832"
"2023:08","Label1_value1","Label2_value1","Label3_value4","97.1439","97.3903","90.4003"
"2023:08","Label1_value3","Label2_value2","Label3_value4","97.1923","97.3433","90.3932"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.9843","97.2493","90.4587"
"2024:02","Label1_value3","Label2_value1","Label3_value3","97.1467","97.3789","90.5328"
"2023:06","Label1_value1","Label2_value2","Label3_value1","97.1866","97.4060","90.4046"
"2024:02","Label1_value2","Label2_value1","Label3_value2","97.1282","97.4217","90.4017"
"2023:08","Label1_value3","Label2_value1","Label3_value1","97.0826","97.3675","90.4231"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.1724","97.3575","90.4074"
"2023:02","Label1_value2","Label2_value1","Label3_value3","97.1866","97.3889","90.3818"
"2023:02","Label1_value2","Label2_value2","Label3_value2","97.0142","97.3917","90.4202"
"2023:02","Label1_value2","Label2_value1","Label3_value1","97.0256","97.2991","90.4530"
"2023:06","Label1_value3","Label2_value2","Label3_value2","97.1111","97.4031","90.9217"
"2023:06","Label1_value3","Label2_value1","Label3_value2","97.1296","97.3732","90.4288"
"2023:02","Label1_value2","Label2_value2","Label3_value2","97.1453","97.2293","90.5769"
"2024:02","Label1_value3","Label2_value1","Label3_value4","97.1895","97.3732","90.4117"
"2023:06","Label1_value2","Label2_value2","Label3_value4","96.9587","97.4117","90.4558"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.0983","97.3405","90.4017"
"2023:02","Label1_value3","Label2_value1","Label3_value1","97.1695","97.4088","90.3818"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.1382","97.3661","90.4544"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.1581","97.2251","90.4530"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.0869","97.3348","90.4174"
"2023:06","Label1_value3","Label2_value1","Label3_value4","97.1724","97.3903","90.4202"
"2023:06","Label1_value2","Label2_value1","Label3_value2","97.0228","97.3732","90.5527"
"2023:08","Label1_value1","Label2_value2","Label3_value2","96.8134","97.3362","90.3832"
"2023:08","Label1_value1","Label2_value2","Label3_value4","97.1994","97.3661","90.4544"
"2023:06","Label1_value3","Label2_value2","Label3_value1","97.1425","97.3960","91.0456"
"2024:02","Label1_value3","Label2_value2","Label3_value2","97.1296","97.3789","90.9174"
"2023:06","Label1_value3","Label2_value1","Label3_value2","97.0883","97.4131","90.4288"
"2023:02","Label1_value2","Label2_value1","Label3_value3","97.0299","97.3433","90.3803"
"2024:02","Label1_value2","Label2_value2","Label3_value3","97.0285","97.3761","91.0897"
"2024:02","Label1_value3","Label2_value2","Label3_value3","97.1795","97.3803","91.0228"
"2023:06","Label1_value2","Label2_value1","Label3_value2","97.1467","97.3860","90.4017"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.1097","97.3818","90.4587"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.0954","97.4103","90.3903"
"2023:06","Label1_value3","Label2_value2","Label3_value2","97.1425","97.2835","90.4274"
"2023:02","Label1_value1","Label2_value2","Label3_value1","97.1553","97.3262","90.4302"
"2023:08","Label1_value3","Label2_value2","Label3_value4","97.1311","97.3946","90.9444"
"2023:02","Label1_value3","Label2_value1","Label3_value3","97.1339","97.3789","90.4316"
"2023:08","Label1_value1","Label2_value2","Label3_value4","97.1695","97.2778","90.3818"
"2023:08","Label1_value1","Label2_value2","Label3_value2","97.1254","97.3746","90.4103"
"2023:02","Label1_value2","Label2_value1","Label3_value4","97.0399","97.3575","90.4017"
"2023:06","Label1_value2","Label2_value2","Label3_value4","97.1624","97.3063","90.4145"
"2023:02","Label1_value2","Label2_value1","Label3_value3","97.1980","97.3618","90.4003"
"2024:02","Label1_value1","Label2_value2","Label3_value4","97.0684","97.3590","90.8689"
"2024:02","Label1_value1","Label2_value2","Label3_value1","97.1937","97.3775","90.4117"
"2023:02","Label1_value2","Label2_value2","Label3_value3","97.1652","97.3704","90.4501"
"2023:02","Label1_value3","Label2_value2","Label3_value2","97.1738","97.3590","91.0028"
"2023:06","Label1_value1","Label2_value2","Label3_value4","96.9103","97.4088","90.9316"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.1439","97.3632","90.3860"
"2023:02","Label1_value1","Label2_value2","Label3_value3","97.0442","97.3903","90.4117"
"2023:08","Label1_value3","Label2_value2","Label3_value2","97.1738","97.3932","90.3875"
"2023:08","Label1_value2","Label2_value2","Label3_value3","97.0556","97.3476","90.4587"
"2024:02","Label1_value1","Label2_value2","Label3_value2","97.1296","97.3048","90.4858"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.1624","97.3661","90.3960"
"2023:02","Label1_value3","Label2_value2","Label3_value4","97.0969","97.2564","90.5726"
"2023:06","Label1_value2","Label2_value1","Label3_value3","97.1296","97.3974","90.4729"
"2023:02","Label1_value1","Label2_value1","Label3_value1","97.0427","97.3818","90.4359"
"2023:06","Label1_value2","Label2_value2","Label3_value2","96.9046","97.2479","90.4003"
"2023:06","Label1_value3","Label2_value2","Label3_value2","97.0741","97.3818","90.5940"
"2023:06","Label1_value3","Label2_value1","Label3_value1","97.1567","97.3647","90.3860"
"2023:08","Label1_value3","Label2_value2","Label3_value3","97.1538","97.3761","90.5584"
"2023:08","Label1_value3","Label2_value1","Label3_value2","97.1382","97.3447","90.4430"
"2023:08","Label1_value1","Label2_value1","Label3_value1","97.1724","97.3761","90.4430"
"2023:02","Label1_value3","Label2_value2","Label3_value2","97.1439","97.4031","90.4160"
"2023:06","Label1_value1","Label2_value2","Label3_value2","96.9943","97.3405","90.4117"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.1781","97.3846","90.4872"
"2023:08","Label1_value1","Label2_value1","Label3_value1","97.1439","97.3761","90.3889"
"2023:08","Label1_value2","Label2_value1","Label3_value2","97.0299","97.2721","90.4345"
"2023:08","Label1_value3","Label2_value2","Label3_value1","97.1439","97.3846","90.3875"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.0926","97.3675","90.4060"
"2023:06","Label1_value2","Label2_value2","Label3_value3","97.0442","97.3632","90.4302"
"2023:08","Label1_value1","Label2_value2","Label3_value4","97.1538","97.3775","90.4046"
"2023:08","Label1_value1","Label2_value2","Label3_value1","97.1339","97.3932","90.4031"
"2023:02","Label1_value2","Label2_value2","Label3_value4","97.1538","97.3604","90.4031"
"2023:08","Label1_value2","Label2_value2","Label3_value4","97.1453","97.2863","90.4031"
"2024:02","Label1_value1","Label2_value1","Label3_value3","97.1254","97.3832","90.3974"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.1638","97.3419","90.3960"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.0698","97.3775","90.4544"
"2024:02","Label1_value3","Label2_value1","Label3_value4","97.1652","97.2849","90.4017"
"2024:02","Label1_value2","Label2_value1","Label3_value3","97.0214","97.2151","90.4031"
"2023:08","Label1_value3","Label2_value1","Label3_value1","97.1453","97.3675","90.4316"
"2023:06","Label1_value1","Label2_value1","Label3_value3","97.1980","97.3889","90.4373"
"2023:08","Label1_value2","Label2_value1","Label3_value3","97.0014","97.3718","90.4288"
"2023:06","Label1_value3","Label2_value1","Label3_value4","97.1097","97.3661","90.9687"
"2023:08","Label1_value3","Label2_value2","Label3_value4","97.1353","97.3604","90.4160"
"2023:02","Label1_value1","Label2_value2","Label3_value3","97.1396","97.3946","91.1467"
"2023:06","Label1_value3","Label2_value1","Label3_value2","97.1382","97.2564","90.4387"
"2023:08","Label1_value3","Label2_value1","Label3_value1","97.1638","97.4188","90.3903"
"2024:02","Label1_value2","Label2_value2","Label3_value1","96.9786","97.4017","90.4587"
"2024:02","Label1_value1","Label2_value1","Label3_value1","97.1667","97.3903","90.4274"
"2023:06","Label1_value1","Label2_value2","Label3_value1","97.1339","97.2165","90.4046"
"2023:02","Label1_value3","Label2_value1","Label3_value4","97.0869","97.3632","90.4359"
"2024:02","Label1_value3","Label2_value1","Label3_value4","97.1510","97.3647","90.3889"
"2023:08","Label1_value3","Label2_value2","Label3_value2","96.9330","97.3291","90.5812"
"2023:08","Label1_value3","Label2_value2","Label3_value1","97.1268","97.3875","90.4530"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.0684","97.3946","90.5313"
"2023:08","Label1_value3","Label2_value2","Label3_value3","97.1467","97.2564","90.3974"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.0456","97.3034","90.4031"
"2023:06","Label1_value2","Label2_value2","Label3_value4","97.2208","97.3775","90.3960"
"2023:06","Label1_value3","Label2_value1","Label3_value4","97.1709","97.4074","90.4516"
"2023:02","Label1_value3","Label2_value1","Label3_value4","97.1724","97.3333","90.4145"
"2023:02","Label1_value2","Label2_value1","Label3_value2","97.0954","97.4117","90.3989"
"2023:08","Label1_value2","Label2_value1","Label3_value3","97.1496","97.4103","90.4544"
"2023:06","Label1_value2","Label2_value2","Label3_value4","97.1524","97.3974","90.4046"
"2024:02","Label1_value3","Label2_value1","Label3_value2","97.1182","97.3319","90.4330"
"2023:02","Label1_value3","Label2_value1","Label3_value1","97.1168","97.4245","90.3903"
"2023:08","Label1_value1","Label2_value1","Label3_value3","97.1481","97.3860","90.9630"
"2023:06","Label1_value2","Label2_value2","Label3_value4","97.0342","97.4003","90.4330"
"2023:02","Label1_value3","Label2_value1","Label3_value4","97.0983","97.3946","90.3960"
"2024:02","Label1_value1","Label2_value1","Label3_value1","97.1154","97.3405","90.4046"
"2024:02","Label1_value2","Label2_value2","Label3_value4","97.1425","97.3604","90.4160"
"2023:06","Label1_value2","Label2_value2","Label3_value4","97.1353","97.2707","90.3989"
"2024:02","Label1_value2","Label2_value2","Label3_value4","97.1097","97.4046","90.3903"
"2023:08","Label1_value1","Label2_value1","Label3_value4","97.1966","97.4202","90.3946"
"2023:06","Label1_value1","Label2_value1","Label3_value4","97.1610","97.3433","90.4060"
"2023:08","Label1_value3","Label2_value2","Label3_value3","96.8704","97.2664","90.4060"
"2023:06","Label1_value2","Label2_value2","Label3_value4","97.1368","97.4074","91.2835"
"2023:02","Label1_value3","Label2_value1","Label3_value3","97.0157","97.4117","90.4160"
"2023:08","Label1_value2","Label2_value1","Label3_value2","97.1781","97.3618","90.5100"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.0085","97.3618","90.5769"
"2023:08","Label1_value1","Label2_value1","Label3_value3","97.0385","97.3205","90.4459"
"2023:08","Label1_value3","Label2_value1","Label3_value3","97.1538","97.4117","90.8604"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.1311","97.3832","90.4302"
"2024:02","Label1_value3","Label2_value1","Label3_value3","97.0199","97.4003","90.4088"
"2023:02","Label1_value3","Label2_value2","Label3_value3","97.1952","97.2607","90.5755"
"2023:08","Label1_value3","Label2_value2","Label3_value2","97.1724","97.3048","90.4587"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.1766","97.3746","90.4430"
"2023:08","Label1_value2","Label2_value1","Label3_value3","97.1239","97.3889","90.4416"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.1040","97.3932","90.4117"
"2023:08","Label1_value2","Label2_value2","Label3_value2","97.0057","97.3974","90.4373"
"2024:02","Label1_value3","Label2_value2","Label3_value3","97.1738","97.3818","90.8034"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.1140","97.4031","90.5983"
"2023:08","Label1_value3","Label2_value2","Label3_value2","97.1481","97.4188","90.4359"
"2023:02","Label1_value2","Label2_value1","Label3_value4","97.0869","97.3276","90.4017"
"2024:02","Label1_value1","Label2_value1","Label3_value4","97.1581","97.3960","90.4359"
"2023:02","Label1_value3","Label2_value1","Label3_value3","97.1425","97.4302","90.5655"
"2023:02","Label1_value3","Label2_value2","Label3_value3","97.1738","97.3846","90.4630"
"2024:02","Label1_value3","Label2_value2","Label3_value3","97.1994","97.4174","90.4060"
"2023:02","Label1_value3","Label2_value1","Label3_value3","97.1567","97.4031","90.4302"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.1895","97.3604","90.4160"
"2023:08","Label1_value1","Label2_value1","Label3_value2","97.1311","97.3519","90.8262"
"2023:02","Label1_value2","Label2_value2","Label3_value3","97.1709","97.4031","90.4615"
"2023:06","Label1_value3","Label2_value2","Label3_value1","97.1809","97.3818","90.4031"
"2023:02","Label1_value1","Label2_value1","Label3_value3","97.2066","97.3675","91.2835"
"2023:02","Label1_value3","Label2_value2","Label3_value2","97.0256","97.3034","90.4046"
"2023:06","Label1_value2","Label2_value2","Label3_value3","97.0385","97.3803","90.4046"
"2023:02","Label1_value3","Label2_value2","Label3_value2","97.2165","97.3590","90.4046"
"2023:02","Label1_value1","Label2_value2","Label3_value2","97.1652","97.3647","90.4088"
"2023:08","Label1_value2","Label2_value2","Label3_value2","97.0655","97.3262","91.2521"
"2023:06","Label1_value1","Label2_value2","Label3_value4","97.2123","97.3561","90.4316"
"2023:08","Label1_value3","Label2_value1","Label3_value3","97.1624","97.3604","90.4074"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.1140","97.3120","90.5556"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.1339","97.3903","90.4330"
"2023:02","Label1_value3","Label2_value2","Label3_value3","97.0427","97.3718","90.4131"
"2024:02","Label1_value3","Label2_value1","Label3_value2","97.1595","97.4188","90.4046"
"2024:02","Label1_value1","Label2_value1","Label3_value1","97.0897","97.3989","90.4060"
"2024:02","Label1_value2","Label2_value1","Label3_value4","97.0584","97.4145","90.4359"
"2024:02","Label1_value2","Label2_value1","Label3_value1","97.2194","97.3547","90.9345"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.0399","97.3433","90.5826"
"2023:02","Label1_value1","Label2_value1","Label3_value1","97.1738","97.3689","90.3974"
"2024:02","Label1_value2","Label2_value2","Label3_value2","97.1496","97.2507","90.4003"
"2024:02","Label1_value1","Label2_value1","Label3_value4","97.1524","97.3860","90.7707"
"2023:08","Label1_value1","Label2_value2","Label3_value4","97.0726","97.3675","90.3989"
"2024:02","Label1_value3","Label2_value1","Label3_value4","97.1823","97.4160","90.9117"
"2023:02","Label1_value1","Label2_value2","Label3_value1","97.1254","97.3547","90.4943"
"2024:02","Label1_value2","Label2_value1","Label3_value2","97.1952","97.4217","90.8732"
"2023:02","Label1_value3","Label2_value2","Label3_value2","96.7749","97.3390","90.5726"
"2024:02","Label1_value1","Label2_value2","Label3_value4","97.0598","97.3803","90.4131"
"2023:06","Label1_value2","Label2_value2","Label3_value4","97.1140","97.3789","90.4387"
"2024:02","Label1_value2","Label2_value2","Label3_value4","97.1966","97.3405","90.4744"
"2024:02","Label1_value2","Label2_value1","Label3_value2","97.0627","97.3832","90.4145"
"2024:02","Label1_value1","Label2_value2","Label3_value2","97.1681","97.3718","90.4330"
"2023:08","Label1_value3","Label2_value2","Label3_value2","97.2422","97.3661","90.5627"
"2023:08","Label1_value1","Label2_value1","Label3_value1","97.1980","97.3960","90.9601"
"2023:08","Label1_value3","Label2_value2","Label3_value3","97.1724","97.3105","90.5199"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.1510","97.3504","90.5470"
"2023:08","Label1_value3","Label2_value2","Label3_value1","97.1795","97.4259","90.7821"
"2024:02","Label1_value3","Label2_value2","Label3_value2","97.0214","97.3561","90.4031"
"2023:08","Label1_value3","Label2_value2","Label3_value2","97.1738","97.2393","90.6823"
"2023:06","Label1_value3","Label2_value2","Label3_value1","97.1225","97.4017","90.4558"
"2023:08","Label1_value2","Label2_value1","Label3_value2","97.1581","97.2379","90.4017"
"2023:02","Label1_value3","Label2_value2","Label3_value1","97.0484","97.4060","90.4188"
"2023:06","Label1_value2","Label2_value1","Label3_value3","97.1510","97.3932","90.4274"
"2023:02","Label1_value1","Label2_value2","Label3_value1","97.1766","97.3860","90.4345"
"2023:08","Label1_value2","Label2_value2","Label3_value3","97.0142","97.3618","90.4245"
"2023:06","Label1_value1","Label2_value1","Label3_value4","97.1738","97.3746","90.8490"
"2023:06","Label1_value2","Label2_value2","Label3_value3","97.0670","97.3590","90.7806"
"2024:02","Label1_value1","Label2_value2","Label3_value1","97.0912","97.4003","90.4245"
"2023:02","Label1_value3","Label2_value1","Label3_value1","97.0342","97.4003","90.4658"
"2023:08","Label1_value3","Label2_value1","Label3_value2","96.9245","97.3761","90.4131"
"2023:02","Label1_value2","Label2_value1","Label3_value2","97.2037","97.4188","90.4160"
"2023:06","Label1_value2","Label2_value1","Label3_value2","97.1624","97.3063","91.1382"
"2024:02","Label1_value3","Label2_value1","Label3_value4","97.1937","97.3846","90.4117"
"2023:08","Label1_value3","Label2_value1","Label3_value3","97.0684","97.4145","90.5499"
"2023:02","Label1_value3","Label2_value1","Label3_value1","97.1467","97.3661","90.4202"
"2023:08","Label1_value1","Label2_value1","Label3_value1","97.2123","97.3647","90.5541"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.1681","97.3020","90.4459"
"2023:08","Label1_value1","Label2_value1","Label3_value4","97.2009","97.2621","90.4031"
"2023:02","Label1_value3","Label2_value2","Label3_value2","97.0470","97.4188","90.4103"
"2023:02","Label1_value2","Label2_value1","Label3_value1","97.1353","97.3661","90.5028"
"2023:08","Label1_value3","Label2_value2","Label3_value4","97.1738","97.3846","90.4459"
"2023:08","Label1_value3","Label2_value1","Label3_value2","97.1909","97.4031","90.4359"
"2023:02","Label1_value1","Label2_value1","Label3_value3","96.9701","97.4160","90.4373"
"2023:02","Label1_value2","Label2_value2","Label3_value2","97.1852","97.3946","91.0342"
"2023:06","Label1_value3","Label2_value1","Label3_value1","97.0413","97.3903","90.4131"
"2023:08","Label1_value1","Label2_value2","Label3_value1","97.1610","97.2550","90.4288"
"2023:06","Label1_value3","Label2_value2","Label3_value1","97.1980","97.3803","90.4031"
"2023:08","Label1_value3","Label2_value2","Label3_value3","97.0100","97.3561","90.4202"
"2023:08","Label1_value3","Label2_value2","Label3_value1","97.0926","97.3789","90.4801"
"2023:02","Label1_value2","Label2_value2","Label3_value4","97.2236","97.3020","90.4601"
"2023:06","Label1_value2","Label2_value1","Label3_value2","97.1325","97.3689","90.4886"
"2023:08","Label1_value2","Label2_value1","Label3_value1","97.1595","97.3789","90.4701"
"2024:02","Label1_value3","Label2_value1","Label3_value4","96.9131","97.3832","91.1553"
"2024:02","Label1_value2","Label2_value1","Label3_value1","97.0741","97.4131","90.4345"
"2023:06","Label1_value1","Label2_value2","Label3_value3","97.2436","97.3818","90.4231"
